epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
172,2811.42,0.75242,0.42297,0.89283,0.86561,0.76248,0.82193,0.60583,0.8332,0.54472,0.95302,0.0083071,0.0083071,0.0083071
173,2826.06,0.73402,0.41481,0.89236,0.85082,0.76796,0.81813,0.60085,0.83914,0.54849,0.96031,0.0082972,0.0082972,0.0082972
174,2840.55,0.74833,0.4176,0.89453,0.85963,0.76745,0.82033,0.60348,0.83937,0.54315,0.96177,0.0082873,0.0082873,0.0082873
175,2858.56,0.74598,0.42028,0.89503,0.84997,0.77254,0.81883,0.60459,0.83801,0.5477,0.96134,0.0082774,0.0082774,0.0082774
176,2873.48,0.73991,0.41732,0.89092,0.86198,0.7613,0.81759,0.60525,0.83256,0.55877,0.95498,0.0082675,0.0082675,0.0082675
177,2891.84,0.74513,0.41921,0.89282,0.8533,0.76654,0.81899,0.60399,0.83625,0.54421,0.95606,0.0082576,0.0082576,0.0082576
178,2906.34,0.72944,0.41231,0.88608,0.85206,0.76702,0.81991,0.60376,0.84169,0.55513,0.95992,0.0082477,0.0082477,0.0082477
179,2924.36,0.74115,0.41949,0.89793,0.8504,0.76783,0.81822,0.6035,0.84064,0.5467,0.96343,0.0082378,0.0082378,0.0082378
180,2938.96,0.72495,0.41339,0.89237,0.84616,0.77519,0.82102,0.60576,0.82594,0.535,0.95438,0.0082279,0.0082279,0.0082279
181,2957.11,0.73018,0.4172,0.88795,0.8598,0.76063,0.81852,0.60621,0.82978,0.54111,0.95916,0.008218,0.008218,0.008218
182,2971.55,0.72935,0.41595,0.89038,0.86727,0.75583,0.81709,0.60634,0.82915,0.53183,0.96228,0.0082081,0.0082081,0.0082081
183,2989.65,0.76166,0.42454,0.89127,0.86424,0.76365,0.81784,0.6079,0.8181,0.53377,0.9506,0.0081982,0.0081982,0.0081982
184,3003.98,0.74736,0.41879,0.89055,0.85162,0.76819,0.81942,0.60839,0.81393,0.53178,0.94656,0.0081883,0.0081883,0.0081883
185,3018.33,0.73051,0.4117,0.88973,0.85007,0.77269,0.82179,0.60829,0.81726,0.51763,0.94806,0.0081784,0.0081784,0.0081784
186,3036.62,0.75853,0.42474,0.89671,0.85589,0.76665,0.82199,0.60676,0.82886,0.52682,0.96161,0.0081685,0.0081685,0.0081685
187,3050.92,0.73416,0.41777,0.8917,0.85821,0.76333,0.81642,0.60419,0.83189,0.53494,0.96381,0.0081586,0.0081586,0.0081586
188,3068.82,0.74606,0.41542,0.89262,0.85238,0.76904,0.81895,0.60696,0.83029,0.53454,0.95829,0.0081487,0.0081487,0.0081487
189,3083.66,0.7408,0.41304,0.88829,0.84734,0.77325,0.82145,0.60884,0.82766,0.5302,0.95445,0.0081388,0.0081388,0.0081388
190,3101.65,0.74427,0.41692,0.88886,0.85105,0.76866,0.82164,0.60776,0.82852,0.53509,0.95656,0.0081289,0.0081289,0.0081289
191,3116.61,0.72902,0.41237,0.88917,0.84909,0.76589,0.81927,0.60677,0.83288,0.54066,0.9583,0.008119,0.008119,0.008119
192,3134.58,0.74321,0.41464,0.8913,0.8581,0.75991,0.81581,0.60495,0.82857,0.54216,0.95259,0.0081091,0.0081091,0.0081091
193,3149.12,0.73364,0.41038,0.88769,0.84842,0.76499,0.81668,0.60463,0.82386,0.5446,0.94954,0.0080992,0.0080992,0.0080992
194,3163.48,0.73475,0.41306,0.88838,0.85906,0.76048,0.81455,0.60287,0.82961,0.55127,0.95696,0.0080893,0.0080893,0.0080893
195,3181.51,0.71687,0.40611,0.88797,0.862,0.76174,0.81336,0.60096,0.8256,0.54485,0.95263,0.0080794,0.0080794,0.0080794
196,3195.89,0.72897,0.40861,0.89053,0.84748,0.7703,0.81396,0.60142,0.82538,0.53412,0.95021,0.0080695,0.0080695,0.0080695
197,3214.04,0.74641,0.41857,0.88886,0.85822,0.76588,0.81587,0.6016,0.82685,0.52745,0.94918,0.0080596,0.0080596,0.0080596
